Suburb,Rooms,Type,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Price
Hawthorn East,3,h,S,27/06/2016,7.5,3123,3,1,2,783,,,-37.8234,145.0526,Southern Metropolitan,6482,2040000
Hawthorn East,2,u,S,27/06/2016,7.5,3123,2,1,1,0,78,1965,-37.839,145.0459,Southern Metropolitan,6482,505000
Hawthorn East,2,u,VB,27/11/2016,7.5,3123,2,1,1,3084,,,-37.8414,145.0505,Southern Metropolitan,6482,500000
Hawthorn East,2,u,S,27/11/2016,7.5,3123,2,1,1,0,,1970,-37.8318,145.0448,Southern Metropolitan,6482,622000
Hawthorn East,3,h,S,27/11/2016,7.5,3123,3,1,1,354,115,1900,-37.8225,145.0551,Southern Metropolitan,6482,1650000
Hawthorn East,1,u,PI,28/05/2016,7.5,3123,1,1,0,917,44,1970,-37.8338,145.0545,Southern Metropolitan,6482,371000
Hawthorn East,5,h,VB,28/05/2016,7.5,3123,3,3,3,0,,,-37.8351,145.0554,Southern Metropolitan,6482,1900000
Hawthorn East,3,h,SP,28/05/2016,7.5,3123,3,2,1,255,115,1890,-37.8266,145.0493,Southern Metropolitan,6482,1625000
Hawthorn East,2,u,S,28/05/2016,7.5,3123,2,1,3,166,,1970,-37.8456,145.0495,Southern Metropolitan,6482,701000
Hawthorn East,2,h,S,28/08/2016,7.5,3123,2,1,2,206,,,-37.8267,145.0476,Southern Metropolitan,6482,1100000
Hawthorn East,4,h,PI,30/07/2016,7.5,3123,4,2,1,588,,,-37.8191,145.0552,Southern Metropolitan,6482,2200000
Hawthorn East,3,h,VB,30/07/2016,7.5,3123,3,1,1,211,120,1990,-37.8204,145.0489,Southern Metropolitan,6482,975000
Heidelberg,2,u,S,3/12/2016,10.6,3084,2,1,1,132,69,1972,-37.7519,145.0687,Eastern Metropolitan,2890,546500
Heidelberg,3,u,S,4/3/2017,10.6,3084,3,1,1,215,,1985,-37.7509,145.0698,Eastern Metropolitan,2890,620000
Heidelberg,3,h,S,6/8/2016,10.6,3084,3,1,1,858,136,1960,-37.7504,145.0643,Eastern Metropolitan,2890,1220000
Heidelberg,3,t,PI,6/8/2016,10.6,3084,2,1,2,235,123,1990,-37.7519,145.0696,Eastern Metropolitan,2890,550000
Heidelberg,2,u,PI,6/8/2016,10.6,3084,2,2,1,0,,2012,-37.7506,145.0574,Eastern Metropolitan,2890,585000
Heidelberg,2,t,S,6/8/2016,10.6,3084,2,1,1,182,110,1973,-37.7587,145.0657,Eastern Metropolitan,2890,705000
Heidelberg,2,u,S,7/11/2016,10.6,3084,2,1,1,158,,1970,-37.7512,145.0697,Eastern Metropolitan,2890,420000
Heidelberg,3,h,S,10/9/2016,10.6,3084,3,1,2,1547,,,-37.7502,145.0706,Eastern Metropolitan,2890,1705000
Heidelberg,2,h,PI,10/12/2016,10.6,3084,2,1,1,187,89,1980,-37.7518,145.0698,Eastern Metropolitan,2890,490000
Heidelberg,2,u,S,11/3/2017,10.6,3084,2,1,2,4497,,,-37.7529,145.065,Eastern Metropolitan,2890,579000
Heidelberg,3,h,S,12/11/2016,10.6,3084,3,1,2,600,190,1950,-37.752,145.0722,Eastern Metropolitan,2890,1110000
Heidelberg,2,u,PI,12/11/2016,10.6,3084,2,1,2,153,97,1972,-37.7538,145.0695,Eastern Metropolitan,2890,540000
Heidelberg,3,h,VB,16/04/2016,10.6,3084,3,1,2,577,140,1955,-37.7494,145.0703,Eastern Metropolitan,2890,750000
Heidelberg,4,h,S,16/04/2016,10.6,3084,4,4,2,642,,1950,-37.7476,145.0676,Eastern Metropolitan,2890,1115000
Heidelberg,3,h,S,16/07/2016,10.6,3084,3,2,1,422,,,-37.7518,145.0768,Eastern Metropolitan,2890,1000000
Heidelberg,2,t,SP,17/09/2016,10.6,3084,2,1,1,88,,,-37.7587,145.0629,Eastern Metropolitan,2890,595000
Heidelberg,3,u,VB,18/03/2017,10.6,3084,3,2,2,4497,,,-37.7529,145.065,Eastern Metropolitan,2890,690000
Heidelberg,5,h,S,19/11/2016,10.6,3084,5,2,2,580,222,1940,-37.7539,145.0577,Eastern Metropolitan,2890,1401000
Heidelberg,3,t,S,22/05/2016,10.6,3084,3,2,2,255,,,-37.7537,145.0637,Eastern Metropolitan,2890,808000
Heidelberg,4,h,S,22/05/2016,10.6,3084,4,1,1,570,,,-37.7523,145.0604,Eastern Metropolitan,2890,1031000
Heidelberg,2,t,S,23/04/2016,10.6,3084,2,1,2,145,,1970,-37.7515,145.0649,Eastern Metropolitan,2890,600000
Heidelberg,3,h,PI,23/04/2016,10.6,3084,3,2,2,175,3,,-37.7514,145.0689,Eastern Metropolitan,2890,655000
Heidelberg,3,h,S,24/09/2016,10.6,3084,3,1,1,662,159,1950,-37.7507,145.062,Eastern Metropolitan,2890,1195000
Heidelberg,3,h,VB,24/09/2016,10.6,3084,3,2,2,285,,2010,-37.7491,145.0702,Eastern Metropolitan,2890,850000
Heidelberg,4,u,S,24/09/2016,10.6,3084,4,2,2,1180,,,-37.7551,145.0646,Eastern Metropolitan,2890,830000
Heidelberg,3,h,S,24/09/2016,10.6,3084,3,1,2,674,,,-37.749,145.0731,Eastern Metropolitan,2890,1076000
Heidelberg,4,h,S,24/09/2016,10.6,3084,4,2,2,635,,,-37.7446,145.0844,Eastern Metropolitan,2890,1362000
Heidelberg,2,t,SP,25/02/2017,10.6,3084,2,1,1,110,88,2010,-37.7489,145.07,Eastern Metropolitan,2890,690000
Heidelberg,3,h,S,25/02/2017,10.6,3084,3,1,1,639,115,1965,-37.7502,145.0605,Eastern Metropolitan,2890,1375000
Heidelberg,3,h,S,27/11/2016,10.6,3084,3,1,1,827,109,1952,-37.748,145.0625,Eastern Metropolitan,2890,1400000
Heidelberg,2,u,S,28/05/2016,10.6,3084,2,1,2,247,68,1974,-37.7502,145.069,Eastern Metropolitan,2890,475000
Heidelberg,3,h,S,30/07/2016,10.6,3084,5,3,2,649,357,2017,-37.7501,145.0822,Eastern Metropolitan,2890,1030000
Heidelberg,3,h,PI,30/07/2016,10.6,3084,4,1,4,836,,1905,-37.7509,145.0679,Eastern Metropolitan,2890,1455000
Heidelberg,3,h,VB,30/07/2016,10.6,3084,3,1,2,0,125,1950,-37.7502,145.0718,Eastern Metropolitan,2890,1125000
Ivanhoe East,5,h,SP,3/12/2016,9,3079,5,4,2,2064,405,1951,-37.7769,145.0605,Eastern Metropolitan,1554,3850000
Ivanhoe East,3,h,S,6/8/2016,9,3079,3,1,1,624,117,1950,-37.7741,145.0506,Eastern Metropolitan,1554,1605000
Ivanhoe East,2,u,VB,6/8/2016,9,3079,2,1,1,1473,65,1960,-37.7713,145.0499,Eastern Metropolitan,1554,470000
Ivanhoe East,3,h,S,7/5/2016,9,3079,3,2,2,1232,,,-37.7767,145.0592,Eastern Metropolitan,1554,2150000
Ivanhoe East,4,h,S,7/11/2016,9,3079,4,3,3,948,249,1960,-37.7759,145.063,Eastern Metropolitan,1554,1740000
Ivanhoe East,4,h,S,8/10/2016,9,3079,4,2,2,830,315,1950,-37.7679,145.0673,Eastern Metropolitan,1554,1660000
Ivanhoe East,3,u,S,10/12/2016,9,3079,3,2,2,356,,1998,-37.7749,145.0568,Eastern Metropolitan,1554,1260000
Ivanhoe East,4,h,S,12/11/2016,9,3079,4,2,2,1004,247,1935,-37.7689,145.0665,Eastern Metropolitan,1554,2200000
Ivanhoe East,2,u,S,13/08/2016,9,3079,2,1,1,0,,,-37.7699,145.0581,Eastern Metropolitan,1554,485000
Ivanhoe East,3,h,S,16/07/2016,9,3079,3,1,1,1073,,1947,-37.7749,145.0549,Eastern Metropolitan,1554,1651000
Ivanhoe East,4,h,PI,18/06/2016,9,3079,4,3,2,583,318,1975,-37.7719,145.0582,Eastern Metropolitan,1554,1875000
Ivanhoe East,5,h,S,22/05/2016,9,3079,4,3,3,826,250,1955,-37.7793,145.0654,Eastern Metropolitan,1554,1797000
Ivanhoe East,3,t,VB,22/08/2016,9,3079,3,2,1,180,165,2012,-37.772,145.0538,Eastern Metropolitan,1554,1050000
Ivanhoe East,1,u,S,28/08/2016,9,3079,1,1,1,0,,1960,-37.7767,145.0543,Eastern Metropolitan,1554,405000
Jacana,3,h,S,4/3/2017,14.5,3047,3,1,0,610,121,1955,-37.6885,144.9092,Northern Metropolitan,851,551000
Jacana,3,h,PI,7/5/2016,14.5,3047,3,1,2,600,110,1950,-37.6866,144.9086,Northern Metropolitan,851,350000
Jacana,2,u,PI,16/04/2016,14.5,3047,2,1,1,197,,,-37.6859,144.9164,Northern Metropolitan,851,280000
Jacana,3,h,S,16/04/2016,14.5,3047,3,1,2,650,90,1975,-37.687,144.9084,Northern Metropolitan,851,425000
Jacana,3,h,S,18/03/2017,14.5,3047,3,1,2,600,,,-37.6876,144.9095,Northern Metropolitan,851,537000
Jacana,3,h,S,22/05/2016,14.5,3047,3,1,2,647,173,1960,-37.6904,144.9121,Northern Metropolitan,851,600000
Jacana,3,h,PI,24/09/2016,14.5,3047,3,1,1,601,92,1960,-37.6889,144.9109,Northern Metropolitan,851,460000
Jacana,3,h,S,25/02/2017,14.5,3047,3,1,3,624,93,1966,-37.6862,144.913,Northern Metropolitan,851,611000
Jacana,3,h,S,27/11/2016,14.5,3047,3,1,2,598,92,1965,-37.6878,144.9112,Northern Metropolitan,851,495000
Jacana,2,h,S,28/05/2016,14.5,3047,2,1,2,729,88,1960,-37.6909,144.9136,Northern Metropolitan,851,472500
Jacana,3,h,S,30/07/2016,14.5,3047,3,1,1,607,,,-37.6864,144.9111,Northern Metropolitan,851,421000
Kingsbury,3,u,PI,3/12/2016,12.4,3083,3,2,1,218,110,2004,-37.7133,145.0374,Northern Metropolitan,1414,480000
Kingsbury,3,h,S,8/10/2016,12.4,3083,2,1,1,907,165,1960,-37.7143,145.039,Northern Metropolitan,1414,980000
Kingsbury,5,h,SP,11/2/2017,12.4,3083,5,2,2,544,,2000,-37.7147,145.0296,Northern Metropolitan,1414,1000000
Kingsbury,2,h,S,11/3/2017,12.4,3083,2,1,0,640,,,-37.717,145.0312,Northern Metropolitan,1414,731000
Kingsbury,4,h,S,12/11/2016,12.4,3083,4,1,1,465,120,1970,-37.7126,145.03,Northern Metropolitan,1414,610000
Kingsbury,2,u,S,25/02/2017,12.4,3083,2,1,1,128,,1970,-37.715,145.043,Northern Metropolitan,1414,380000
Kingsbury,3,h,S,27/11/2016,12.4,3083,3,1,2,556,,,-37.7174,145.0361,Northern Metropolitan,1414,690000
Kingsbury,3,h,S,28/08/2016,12.4,3083,3,2,1,468,153,1970,-37.7125,145.0306,Northern Metropolitan,1414,607500
Kingsbury,2,h,S,30/07/2016,12.4,3083,2,1,1,770,,1950,-37.7159,145.0389,Northern Metropolitan,1414,705500
Kingsville,2,h,SP,3/12/2016,7.8,3012,2,2,1,180,179,2011,-37.8115,144.8763,Western Metropolitan,1808,677200
Kingsville,3,h,S,4/6/2016,7.8,3012,2,2,2,269,123,1915,-37.8108,144.8819,Western Metropolitan,1808,1155000
Kingsville,3,h,S,6/8/2016,7.8,3012,2,1,1,259,105,1940,-37.8046,144.8831,Western Metropolitan,1808,817000
Kingsville,3,h,SP,6/8/2016,7.8,3012,3,2,2,275,145,1920,-37.8118,144.8801,Western Metropolitan,1808,1035000
Kingsville,2,h,S,7/5/2016,7.8,3012,2,1,1,224,89,1915,-37.8083,144.8841,Western Metropolitan,1808,677500
Kingsville,1,h,S,10/12/2016,7.8,3012,1,1,1,370,,,-37.8118,144.8783,Western Metropolitan,1808,630000
Kingsville,3,h,PI,10/12/2016,7.8,3012,3,1,1,350,114,1950,-37.8123,144.8805,Western Metropolitan,1808,760000
Kingsville,2,h,S,12/11/2016,7.8,3012,2,2,0,84,130,1900,-37.8058,144.8846,Western Metropolitan,1808,730000
Kingsville,1,h,PI,15/10/2016,7.8,3012,1,1,0,272,107,,-37.8086,144.8824,Western Metropolitan,1808,750000
Kingsville,2,u,S,15/10/2016,7.8,3012,2,1,1,117,74,2008,-37.8083,144.8775,Western Metropolitan,1808,440000
Kingsville,2,h,SP,17/09/2016,7.8,3012,2,1,1,220,219,1890,-37.8068,144.8782,Western Metropolitan,1808,685000
Kingsville,3,h,S,18/03/2017,7.8,3012,3,1,1,325,,,-37.812,144.8804,Western Metropolitan,1808,967500
Kingsville,1,u,S,18/03/2017,7.8,3012,1,1,1,0,36,1970,-37.81,144.8786,Western Metropolitan,1808,210000
Kingsville,3,h,S,19/11/2016,7.8,3012,3,2,0,272,132,1915,-37.8079,144.8825,Western Metropolitan,1808,1340000
Kingsville,4,h,S,19/11/2016,7.8,3012,4,2,1,276,4,1948,-37.8039,144.8849,Western Metropolitan,1808,925000
Kingsville,2,u,VB,22/05/2016,7.8,3012,2,1,1,0,,,-37.8096,144.874,Western Metropolitan,1808,270000
Kingsville,4,h,SP,24/09/2016,7.8,3012,4,2,1,274,172,1910,-37.8078,144.8825,Western Metropolitan,1808,1275000
Kingsville,3,h,SP,24/09/2016,7.8,3012,3,1,1,275,100,1920,-37.8085,144.8802,Western Metropolitan,1808,925000
Kingsville,4,h,S,26/07/2016,7.8,3012,3,2,1,343,109,1920,-37.8066,144.8811,Western Metropolitan,1808,1336000
Kingsville,1,u,VB,30/07/2016,7.8,3012,1,1,1,0,38,1960,-37.8089,144.8788,Western Metropolitan,1808,200000
Murrumbeena,4,t,SP,4/3/2017,12.1,3163,4,3,2,286,160,1990,-37.8958,145.0696,Southern Metropolitan,4442,1100000
Murrumbeena,4,h,S,4/3/2017,12.1,3163,4,2,1,650,,1935,-37.8918,145.0769,Southern Metropolitan,4442,1500000
Murrumbeena,3,h,S,4/3/2017,12.1,3163,3,1,2,701,,,-37.8868,145.0688,Southern Metropolitan,4442,1470000
Murrumbeena,3,t,S,4/6/2016,12.1,3163,3,2,2,302,172,2000,-37.9043,145.0622,Southern Metropolitan,4442,1160000
Murrumbeena,3,t,S,4/6/2016,12.1,3163,1,2,2,242,,2005,-37.9017,145.0739,Southern Metropolitan,4442,1100000
Murrumbeena,3,h,PI,4/6/2016,12.1,3163,2,1,1,274,107,1925,-37.8968,145.075,Southern Metropolitan,4442,820000
Murrumbeena,2,t,S,4/6/2016,12.1,3163,2,1,1,129,,,-37.8927,145.0691,Southern Metropolitan,4442,690000
Murrumbeena,2,u,S,6/8/2016,12.1,3163,2,1,1,161,89,1980,-37.8955,145.073,Southern Metropolitan,4442,740000
Murrumbeena,3,u,S,7/5/2016,12.1,3163,3,2,1,277,109,1975,-37.8936,145.0709,Southern Metropolitan,4442,975000
Murrumbeena,3,h,PI,7/5/2016,12.1,3163,3,1,2,595,130,1957,-37.9027,145.0684,Southern Metropolitan,4442,1060000
Murrumbeena,2,u,S,7/5/2016,12.1,3163,2,1,2,275,94,1975,-37.8936,145.0725,Southern Metropolitan,4442,680000
Murrumbeena,2,u,S,8/10/2016,12.1,3163,2,1,1,0,86,,-37.898,145.0734,Southern Metropolitan,4442,825000
Murrumbeena,3,h,PI,10/12/2016,12.1,3163,3,1,2,618,163,1960,-37.8991,145.0686,Southern Metropolitan,4442,1430000
Murrumbeena,2,h,S,12/11/2016,12.1,3163,2,1,1,697,,1970,-37.8875,145.0676,Southern Metropolitan,4442,435000
Murrumbeena,3,h,S,12/11/2016,12.1,3163,3,2,2,834,168,1954,-37.8959,145.0736,Southern Metropolitan,4442,1370000
Murrumbeena,2,u,SP,12/11/2016,12.1,3163,2,2,2,5289,72,2013,-37.8882,145.0666,Southern Metropolitan,4442,605000
Murrumbeena,3,h,S,12/11/2016,12.1,3163,3,1,6,612,,,-37.8996,145.0716,Southern Metropolitan,4442,1355000
Murrumbeena,3,t,S,13/08/2016,12.1,3163,3,2,2,0,,2009,-37.8969,145.0654,Southern Metropolitan,4442,785000
Murrumbeena,3,h,S,13/08/2016,12.1,3163,3,1,1,700,,,-37.8887,145.0718,Southern Metropolitan,4442,1420000
Murrumbeena,4,h,S,15/10/2016,12.1,3163,4,2,2,660,167,1920,-37.8932,145.0681,Southern Metropolitan,4442,1610000
Murrumbeena,1,u,S,15/10/2016,12.1,3163,1,1,1,0,,,-37.8956,145.0705,Southern Metropolitan,4442,290000
Murrumbeena,2,h,S,15/10/2016,12.1,3163,2,1,2,313,,,-37.898,145.0759,Southern Metropolitan,4442,910500
Murrumbeena,1,u,S,18/03/2017,12.1,3163,1,1,1,0,,,-37.8961,145.0651,Southern Metropolitan,4442,331000
Murrumbeena,2,h,S,18/03/2017,12.1,3163,2,1,1,0,,,-37.8888,145.0743,Southern Metropolitan,4442,685000
Murrumbeena,1,u,S,18/06/2016,12.1,3163,1,1,1,0,37,1966,-37.8944,145.0733,Southern Metropolitan,4442,256500
Murrumbeena,3,h,S,19/11/2016,12.1,3163,3,2,2,627,,,-37.8955,145.0742,Southern Metropolitan,4442,1365000
Murrumbeena,3,t,SP,22/05/2016,12.1,3163,3,2,2,0,,2013,-37.8939,145.0715,Southern Metropolitan,4442,860000
Murrumbeena,5,h,PI,22/08/2016,12.1,3163,5,2,2,683,223,1960,-37.9055,145.0691,Southern Metropolitan,4442,1300000
Murrumbeena,3,u,SP,22/08/2016,12.1,3163,3,1,1,181,104,1975,-37.8966,145.0737,Southern Metropolitan,4442,835000
Murrumbeena,2,t,S,23/04/2016,12.1,3163,2,2,2,1318,,2008,-37.8969,145.0654,Southern Metropolitan,4442,720000
Murrumbeena,2,h,S,24/09/2016,12.1,3163,2,2,1,293,125,2004,-37.9033,145.0727,Southern Metropolitan,4442,861500
Murrumbeena,2,u,VB,24/09/2016,12.1,3163,2,2,1,5289,70,2013,-37.8882,145.0666,Southern Metropolitan,4442,500000
Murrumbeena,4,h,S,24/09/2016,12.1,3163,3,2,1,690,,,-37.8885,145.0726,Southern Metropolitan,4442,1670000
Murrumbeena,4,h,VB,25/02/2017,12.1,3163,4,2,2,557,178,1955,-37.906,145.074,Southern Metropolitan,4442,1400000
Murrumbeena,2,h,S,25/02/2017,12.1,3163,2,1,2,0,,1991,-37.8929,145.0765,Southern Metropolitan,4442,692000
Murrumbeena,2,u,S,26/07/2016,12.1,3163,4,1,1,102,92,1960,-37.8894,145.0679,Southern Metropolitan,4442,603000
Murrumbeena,3,h,S,26/07/2016,12.1,3163,3,1,1,554,,,-37.9012,145.0646,Southern Metropolitan,4442,1076000
Murrumbeena,3,h,VB,27/06/2016,12.1,3163,3,2,2,506,169,1950,-37.902,145.0705,Southern Metropolitan,4442,1100000
Murrumbeena,1,u,S,27/06/2016,12.1,3163,1,1,1,0,44,,-37.8979,145.0652,Southern Metropolitan,4442,291000
Murrumbeena,4,t,PI,27/11/2016,12.1,3163,4,3,2,297,,,-37.895,145.0749,Southern Metropolitan,4442,1200000
Murrumbeena,3,h,S,27/11/2016,12.1,3163,3,2,2,553,138,1960,-37.9031,145.0668,Southern Metropolitan,4442,1090000
Murrumbeena,3,h,S,28/05/2016,12.1,3163,3,1,2,735,,,-37.8943,145.0689,Southern Metropolitan,4442,1220000
Murrumbeena,4,h,PI,28/05/2016,12.1,3163,4,2,2,990,267,2003,-37.8916,145.0753,Southern Metropolitan,4442,1800000
Murrumbeena,2,u,PI,28/08/2016,12.1,3163,2,1,1,0,,1970,-37.8941,145.0655,Southern Metropolitan,4442,435000
Murrumbeena,4,h,S,28/08/2016,12.1,3163,3,1,1,560,,,-37.8897,145.0709,Southern Metropolitan,4442,1641000
Murrumbeena,2,t,S,30/07/2016,12.1,3163,2,1,1,186,110,1980,-37.8947,145.0722,Southern Metropolitan,4442,745500
Murrumbeena,3,h,S,30/07/2016,12.1,3163,3,1,1,345,,1940,-37.8904,145.0729,Southern Metropolitan,4442,1260000
Ormond,3,h,SP,3/12/2016,11.8,3204,3,2,2,650,150,1950,-37.8986,145.0359,Southern Metropolitan,3578,1401000
Ormond,4,h,PI,3/12/2016,11.8,3204,4,1,2,903,235,1985,-37.9062,145.0263,Southern Metropolitan,3578,2250000
Ormond,4,h,S,3/12/2016,11.8,3204,4,2,2,705,226,1922,-37.9035,145.028,Southern Metropolitan,3578,1715000
Ormond,2,h,S,3/12/2016,11.8,3204,2,1,1,719,,,-37.9071,145.046,Southern Metropolitan,3578,1960000
Ormond,1,u,VB,4/2/2016,11.8,3204,1,1,1,0,36,1960,-37.9028,145.0475,Southern Metropolitan,3578,250000
Ormond,1,u,VB,4/3/2017,11.8,3204,1,1,1,0,,,-37.9032,145.0455,Southern Metropolitan,3578,290000
Ormond,3,h,S,4/3/2017,11.8,3204,3,1,1,703,,,-37.9058,145.028,Southern Metropolitan,3578,1708000
Ormond,2,h,S,4/3/2017,11.8,3204,2,1,1,250,,,-37.9063,145.0535,Southern Metropolitan,3578,758000
Ormond,4,h,S,4/6/2016,11.8,3204,3,1,1,805,808,1925,-37.9066,145.0354,Southern Metropolitan,3578,1920000
Ormond,3,h,S,6/8/2016,11.8,3204,3,2,2,378,,1924,-37.9064,145.0287,Southern Metropolitan,3578,1256000
Ormond,4,h,S,6/8/2016,11.8,3204,4,2,1,678,162,1920,-37.9065,145.0461,Southern Metropolitan,3578,1918000
Ormond,3,u,S,6/8/2016,11.8,3204,3,1,1,265,91,1990,-37.906,145.04,Southern Metropolitan,3578,900000
Ormond,4,h,S,7/11/2016,11.8,3204,4,2,2,702,,1929,-37.9063,145.0493,Southern Metropolitan,3578,1875000
Ormond,2,h,S,8/10/2016,11.8,3204,2,1,1,516,,,-37.906,145.0497,Southern Metropolitan,3578,1250000
Ormond,2,h,PI,8/10/2016,11.8,3204,3,1,1,690,,1930,-37.9056,145.0288,Southern Metropolitan,3578,1360000
Ormond,3,h,S,10/9/2016,11.8,3204,3,2,2,667,142,1950,-37.9088,145.0471,Southern Metropolitan,3578,1770000
Ormond,2,u,S,10/9/2016,11.8,3204,1,1,1,0,,,-37.9016,145.0414,Southern Metropolitan,3578,435000
Ormond,5,h,S,10/9/2016,11.8,3204,3,3,4,464,,,-37.9061,145.0329,Southern Metropolitan,3578,1836000
Ormond,3,t,S,10/9/2016,11.8,3204,3,2,2,326,188,2000,-37.903,145.0285,Southern Metropolitan,3578,1250000
Ormond,2,u,S,10/12/2016,11.8,3204,2,1,1,0,,,-37.9009,145.037,Southern Metropolitan,3578,950000
Ormond,1,u,PI,12/6/2016,11.8,3204,1,1,1,0,,1975,-37.9018,145.0454,Southern Metropolitan,3578,260000
Ormond,3,u,S,12/11/2016,11.8,3204,3,2,3,0,93,1970,-37.9018,145.0477,Southern Metropolitan,3578,822500
Ormond,2,h,S,12/11/2016,11.8,3204,2,1,1,210,90,1996,-37.9001,145.0428,Southern Metropolitan,3578,810000
Ormond,3,h,S,12/11/2016,11.8,3204,3,1,1,551,156,1940,-37.9036,145.0521,Southern Metropolitan,3578,1322000
Ormond,2,h,S,14/05/2016,11.8,3204,2,1,1,0,,2002,-37.9026,145.0364,Southern Metropolitan,3578,861000
Ormond,2,h,S,14/05/2016,11.8,3204,2,1,2,300,,,-37.9045,145.0426,Southern Metropolitan,3578,765000
Ormond,3,u,SP,15/10/2016,11.8,3204,3,2,2,379,,,-37.8981,145.0367,Southern Metropolitan,3578,973000
Ormond,4,h,S,15/10/2016,11.8,3204,4,3,1,718,189,1939,-37.9061,145.0509,Southern Metropolitan,3578,1845000
Ormond,3,h,S,15/10/2016,11.8,3204,3,1,2,578,140,1935,-37.9047,145.0274,Southern Metropolitan,3578,1535000
Ormond,4,h,S,15/10/2016,11.8,3204,4,2,2,691,193,1935,-37.905,145.029,Southern Metropolitan,3578,2005000
Ormond,3,u,S,15/10/2016,11.8,3204,3,2,1,180,92,1997,-37.9069,145.041,Southern Metropolitan,3578,932000
Ormond,4,h,VB,16/04/2016,11.8,3204,4,2,2,862,153,1970,-37.8993,145.0447,Southern Metropolitan,3578,1500000
Ormond,1,u,SP,16/04/2016,11.8,3204,1,1,1,0,,1970,-37.9038,145.0454,Southern Metropolitan,3578,260000
Ormond,4,h,SA,16/07/2016,11.8,3204,4,2,2,666,158,1937,-37.9032,145.049,Southern Metropolitan,3578,1390000
Ormond,3,h,PI,16/07/2016,11.8,3204,3,1,1,397,124,1940,-37.9064,145.0291,Southern Metropolitan,3578,940000
Ormond,1,u,SP,17/09/2016,11.8,3204,1,1,1,0,36,1970,-37.9028,145.0426,Southern Metropolitan,3578,296000
Ormond,4,h,PI,18/03/2017,11.8,3204,4,2,2,668,,1980,-37.9033,145.0296,Southern Metropolitan,3578,1850000
Ormond,2,u,S,19/11/2016,11.8,3204,2,1,1,0,52,2011,-37.8986,145.042,Southern Metropolitan,3578,475000
Ormond,3,u,PI,22/05/2016,11.8,3204,3,2,1,238,127,1998,-37.9062,145.027,Southern Metropolitan,3578,820000
Ormond,3,u,PI,23/04/2016,11.8,3204,3,2,1,382,137,1998,-37.9061,145.0478,Southern Metropolitan,3578,940000
Ormond,2,h,S,24/09/2016,11.8,3204,3,1,2,595,,,-37.9092,145.0507,Southern Metropolitan,3578,1668000
Ormond,3,h,S,25/02/2017,11.8,3204,3,2,2,0,163,1980,-37.9071,145.0439,Southern Metropolitan,3578,1470000
Ormond,2,h,S,25/02/2017,11.8,3204,2,1,1,533,,,-37.9048,145.0418,Southern Metropolitan,3578,981000
Ormond,2,u,PI,25/02/2017,11.8,3204,2,1,1,0,69,1970,-37.903,145.0452,Southern Metropolitan,3578,430000
Ormond,1,u,SP,26/07/2016,11.8,3204,1,1,1,0,44,2010,-37.9016,145.0414,Southern Metropolitan,3578,362000
Ormond,2,u,SA,26/07/2016,11.8,3204,2,1,1,0,65,1970,-37.903,145.0452,Southern Metropolitan,3578,410000
Ormond,4,t,S,27/06/2016,11.8,3204,4,2,2,144,,2006,-37.9021,145.0357,Southern Metropolitan,3578,1197000
Ormond,3,h,SP,27/06/2016,11.8,3204,3,2,2,692,,,-37.9043,145.0358,Southern Metropolitan,3578,1690000
Ormond,1,u,S,27/11/2016,11.8,3204,1,1,1,0,,,-37.9016,145.0414,Southern Metropolitan,3578,447000
Ormond,2,h,S,27/11/2016,11.8,3204,2,1,2,452,105,1930,-37.9024,145.0539,Southern Metropolitan,3578,1177000
Ormond,2,u,S,28/05/2016,11.8,3204,2,1,1,94,91,1970,-37.9011,145.0474,Southern Metropolitan,3578,617500
Ormond,2,u,S,28/05/2016,11.8,3204,2,1,1,0,92,,-37.9021,145.0417,Southern Metropolitan,3578,479500
Ormond,4,h,S,28/08/2016,11.8,3204,4,2,2,647,,,-37.9061,145.0366,Southern Metropolitan,3578,2050000
Ormond,2,u,VB,28/08/2016,11.8,3204,2,1,1,0,68,1970,-37.9031,145.0444,Southern Metropolitan,3578,405000
Ormond,2,u,VB,30/07/2016,11.8,3204,2,1,1,0,,2005,-37.9014,145.0418,Southern Metropolitan,3578,450000
West Footscray,3,h,S,3/12/2016,8.2,3012,3,1,1,533,,,-37.7955,144.8784,Western Metropolitan,5058,1061000
West Footscray,6,h,PI,3/12/2016,8.2,3012,6,3,2,554,199,1940,-37.8053,144.8681,Western Metropolitan,5058,1020000
West Footscray,2,h,S,3/12/2016,8.2,3012,2,1,1,444,98,1940,-37.7933,144.876,Western Metropolitan,5058,912500
West Footscray,3,h,S,3/12/2016,8.2,3012,3,2,2,355,,1950,-37.7914,144.8742,Western Metropolitan,5058,1074000
West Footscray,3,h,S,3/12/2016,8.2,3012,3,1,2,601,,,-37.7917,144.8688,Western Metropolitan,5058,1021000
West Footscray,3,h,PI,4/2/2016,8.2,3012,3,1,6,970,,1955,-37.7958,144.8645,Western Metropolitan,5058,1415000
West Footscray,4,h,PI,4/3/2017,8.2,3012,4,1,1,255,131,1920,-37.7906,144.8687,Western Metropolitan,5058,710000
West Footscray,4,h,S,4/3/2017,8.2,3012,4,2,3,390,149,1950,-37.7926,144.8639,Western Metropolitan,5058,837000
